212, 212, 95, 82.
213, 213, 52, 177.
214, 214, 77, 296.
215, 215, 31, 456.
216, 216, 82, 148.
217, 217, 58, 183.
218, 218, 36, 224.
219, 219, 49, 384.
220, 220, 12, 253.
221, 221, 76, 261.
222, 222, 19, 445.
223, 223, 5, 328.
224, 224, 87, 363.
225, 225, 95, 226.
226, 226, 86, 361.
227, 227, 78, 303.
228, 228, 40, 321.
229, 229, 16, 163.
230, 230, 23, 236.
231, 231, 17, 40.
232, 232, 67, 18.
233, 233, 42, 130.
234, 234, 51, 175.
235, 235, 56, 183.
236, 236, 65, 211.
237, 237, 64, 323.
238, 238, 4, 424.
239, 239, 78, 201.
240, 240, 5, 229.
241, 241, 53, 139.
242, 242, 46, 313.
243, 243, 21, 410.
244, 244, 54, 420.
245, 245, 71, 225.
246, 246, 56, 21.
247, 247, 70, 60.
248, 248, 25, 152.
249, 249, 19, 457.
250, 250, 76, 416.
251, 251, 71, 410.
252, 252, 38, 268.
253, 253, 2, 173.
254, 254, 14, 360.
255, 255, 81, 263.
256, 256, 49, 104.
257, 257, 90, 176.
258, 258, 80, 427.
259, 259, 23, 295.
260, 260, 52, 442.
261, 261, 34, 408.
262, 262, 73, 10.
263, 263, 29, 281.
264, 264, 65, 243.
265, 265, 74, 249.
266, 266, 10, 375.
267, 267, 75, 255.
268, 268, 3, 72.
269, 269, 37, 373.
270, 270, 63, 246.
271, 271, 58, 36.
272, 272, 6, 353.
273, 273, 41, 423.
274, 274, 72, 349.
275, 275, 80, 1.
276, 276, 33, 21.
277, 277, 31, 296.
278, 278, 7, 285.
279, 279, 98, 284.
280, 280, 60, 410.
281, 281, 74, 217.
282, 282, 47, 389.
283, 283, 77, 336.
284, 284, 45, 154.
285, 285, 78, 204.
286, 286, 67, 153.
287, 287, 47, 265.
288, 288, 16, 444.
289, 289, 22, 305.
290, 290, 66, 133.
291, 291, 84, 153.
292, 292, 10, 382.
293, 293, 94, 212.
294, 294, 27, 44.
295, 295, 34, 456.
296, 296, 76, 48.
297, 297, 72, 399.
298, 298, 10, 38.
299, 299, 86, 249.
300, 300, 36, 263.
301, 301, 68, 404.
302, 302, 90, 313.
303, 303, 80, 434.
304, 304, 24, 412.
305, 305, 23, 382.
306, 306, 1, 167.
307, 307, 29, 404.
308, 308, 35, 487.
309, 309, 48, 241.
310, 310, 88, 44.
311, 311, 70, 351.
312, 312, 90, 320.
313, 313, 89, 297.
314, 314, 51, 237.
315, 315, 16, 121.
316, 316, 61, 272.
317, 317, 4, 212.
318, 318, 49, 452.
319, 319, 3, 407.
320, 320, 56, 469.
321, 321, 16, 285.
322, 322, 69, 338.
323, 323, 15, 455.
324, 324, 44, 379.
325, 325, 80, 361.
326, 326, 31, 200.
327, 327, 71, 199.
328, 328, 19, 327.
329, 329, 15, 54.
330, 330, 11, 75.
331, 331, 89, 202.
332, 332, 7, 98.
333, 333, 93, 368.
334, 334, 12, 170.
335, 335, 99, 459.
336, 336, 34, 32.
337, 337, 21, 405.
338, 338, 68, 106.
339, 339, 8, 334.
340, 340, 20, 207.
341, 341, 81, 338.
342, 342, 54, 404.
343, 343, 100, 313.
344, 344, 46, 404.
345, 345, 29, 19.
346, 346, 48, 333.
347, 347, 69, 22.
348, 348, 62, 434.
349, 349, 72, 1.
350, 350, 90, 240.
351, 351, 4, 263.
352, 352, 14, 37.
353, 353, 64, 4.
354, 354, 95, 41.
355, 355, 38, 229.
356, 356, 24, 17.
357, 357, 8, 119.
358, 358, 81, 310.
359, 359, 95, 390.
360, 360, 27, 97.
361, 361, 29, 290.
362, 362, 24, 56.
363, 363, 37, 173.
364, 364, 15, 364.
365, 365, 36, 371.
366, 366, 34, 167.
367, 367, 92, 177.
368, 368, 76, 335.
369, 369, 44, 330.
370, 370, 20, 286.
371, 371, 60, 345.
372, 372, 94, 188.
373, 373, 90, 66.
374, 374, 44, 154.
375, 375, 48, 299.
376, 376, 35, 232.
377, 377, 41, 144.
378, 378, 5, 476.
379, 379, 88, 82.
380, 380, 20, 396.
381, 381, 78, 145.
382, 382, 20, 254.
383, 383, 31, 45.
384, 384, 46, 66.
385, 385, 59, 478.
386, 386, 30, 353.
387, 387, 27, 152.
388, 388, 65, 36.
389, 389, 2, 191.
390, 390, 74, 115.
391, 391, 8, 31.
392, 392, 54, 200.
393, 393, 24, 38.
394, 394, 4, 129.
395, 395, 56, 106.
396, 396, 82, 125.
397, 397, 66, 7.
398, 398, 23, 430.
399, 399, 54, 38.
400, 400, 54, 212.
401, 401, 56, 81.
402, 402, 84, 449.
403, 403, 37, 77.
404, 404, 29, 282.
405, 405, 5, 27.
406, 406, 7, 481.
407, 407, 20, 421.
408, 408, 50, 227.
409, 409, 86, 458.
410, 410, 7, 363.
411, 411, 100, 288.
412, 412, 29, 459.
413, 413, 23, 109.
414, 414, 75, 38.
415, 415, 65, 242.
416, 416, 66, 351.
417, 417, 52, 103.
418, 418, 79, 57.
419, 419, 63, 420.
420, 420, 28, 251.
421, 421, 82, 164.
422, 422, 70, 419.
423, 423, 18, 81.
424, 424, 57, 157.
425, 425, 23, 168.
426, 426, 8, 415.
427, 427, 44, 392.
428, 428, 32, 345.
429, 429, 76, 454.
430, 430, 49, 461.
431, 431, 80, 156.
432, 432, 64, 8.
433, 433, 55, 80.
434, 434, 77, 407.
435, 435, 9, 69.
436, 436, 11, 119.
437, 437, 16, 314.
438, 438, 16, 320.
439, 439, 29, 416.
440, 440, 82, 466.
441, 441, 14, 39.
442, 442, 26, 302.
443, 443, 72, 343.
444, 444, 17, 110.
445, 445, 99, 288.
446, 446, 42, 263.
447, 447, 84, 398.
448, 448, 38, 185.
449, 449, 25, 324.
450, 450, 28, 68.
451, 451, 93, 376.
452, 452, 26, 451.
453, 453, 3, 196.
454, 454, 98, 34.
455, 455, 30, 180.
456, 456, 83, 289.
457, 457, 90, 273.
458, 458, 96, 75.
459, 459, 84, 412.
460, 460, 53, 20.
461, 461, 42, 53.
462, 462, 46, 185.
463, 463, 51, 266.
464, 464, 71, 46.
465, 465, 63, 325.
466, 466, 65, 201.
467, 467, 70, 482.
468, 468, 82, 50.
469, 469, 37, 354.
470, 470, 38, 129.
471, 471, 94, 320.
472, 472, 79, 46.
473, 473, 71, 253.
474, 474, 81, 387.
475, 475, 87, 6.
476, 476, 52, 272.
477, 477, 82, 14.
478, 478, 26, 48.
479, 479, 50, 403.
480, 480, 35, 301.
481, 481, 39, 435.
482, 482, 72, 201.
483, 483, 16, 203.
484, 484, 44, 12.
485, 485, 36, 353.
486, 486, 59, 248.
487, 487, 55, 453.
488, 488, 12, 333.
489, 489, 40, 55.
490, 490, 20, 119.
491, 491, 18, 107.
492, 492, 64, 21.
493, 493, 92, 406.
494, 494, 52, 376.
495, 495, 80, 173.
496, 496, 79, 271.
497, 497, 58, 302.
498, 498, 56, 385.
499, 499, 72, 476.
500, 500, 30, 184.
501, 501, 19, 294.
502, 502, 51, 219.
503, 503, 71, 443.
504, 504, 75, 240.
505, 505, 52, 461.
506, 506, 29, 5.
507, 507, 29, 452.
508, 508, 11, 340.
509, 509, 82, 416.
510, 510, 30, 242.
511, 511, 48, 157.
512, 512, 80, 242.
513, 513, 85, 257.
514, 514, 6, 285.
515, 515, 90, 434.
516, 516, 95, 429.
517, 517, 59, 43.
518, 518, 65, 107.
519, 519, 91, 416.
520, 520, 15, 155.
521, 521, 35, 285.
522, 522, 34, 327.
523, 523, 14, 395.
524, 524, 40, 167.
525, 525, 60, 321.
526, 526, 79, 470.
527, 527, 58, 16.
528, 528, 41, 28.
529, 529, 80, 260.
530, 530, 45, 402.
531, 531, 78, 399.
532, 532, 68, 166.
533, 533, 17, 467.
534, 534, 74, 278.
535, 535, 72, 75.
536, 536, 61, 252.
537, 537, 36, 279.
538, 538, 45, 27.
539, 539, 35, 30.
540, 540, 56, 430.
541, 541, 92, 334.
542, 542, 96, 457.
543, 543, 86, 268.
544, 544, 44, 478.
545, 545, 63, 1.
546, 546, 76, 6.
547, 547, 26, 165.
548, 548, 16, 441.
549, 549, 93, 146.
550, 550, 51, 39.
551, 551, 92, 254.
552, 552, 46, 422.
553, 553, 41, 123.
554, 554, 34, 252.
555, 555, 71, 453.
556, 556, 87, 122.
557, 557, 71, 395.
558, 558, 92, 214.
559, 559, 55, 203.
560, 560, 21, 361.
561, 561, 49, 3.
562, 562, 19, 343.
563, 563, 51, 380.
564, 564, 6, 382.
565, 565, 85, 25.
566, 566, 17, 337.
567, 567, 66, 73.
568, 568, 35, 73.
569, 569, 84, 427.
570, 570, 30, 12.
571, 571, 33, 333.
572, 572, 30, 360.
573, 573, 68, 92.
574, 574, 56, 114.
575, 575, 88, 483.
576, 576, 29, 464.
577, 577, 94, 164.
578, 578, 67, 24.
579, 579, 21, 160.
580, 580, 80, 232.
581, 581, 58, 81.
582, 582, 100, 106.
583, 583, 29, 299.
584, 584, 98, 455.
585, 585, 75, 131.
586, 586, 100, 273.
587, 587, 82, 124.
588, 588, 15, 105.
589, 589, 95, 351.
590, 590, 30, 384.
591, 591, 79, 206.
592, 592, 28, 34.
593, 593, 32, 411.
594, 594, 64, 306.
595, 595, 94, 148.
596, 596, 18, 240.
597, 597, 69, 2.
598, 598, 84, 31.
599, 599, 18, 187.
600, 600, 21, 216.
601, 601, 27, 446.
602, 602, 34, 401.
603, 603, 47, 176.
604, 604, 32, 422.
605, 605, 21, 316.
606, 606, 28, 208.
607, 607, 2, 181.
608, 608, 26, 70.
609, 609, 66, 427.
610, 610, 33, 390.
611, 611, 77, 81.
612, 612, 55, 47.
613, 613, 99, 46.
614, 614, 28, 190.
615, 615, 80, 436.
616, 616, 100, 66.
617, 617, 48, 65.
618, 618, 95, 26.
619, 619, 70, 235.
620, 620, 87, 334.
621, 621, 84, 69.
622, 622, 27, 79.
623, 623, 99, 413.
624, 624, 68, 95.
625, 625, 48, 173.
626, 626, 8, 432.
627, 627, 80, 285.
628, 628, 75, 468.
629, 629, 4, 431.
630, 630, 43, 361.
631, 631, 30, 283.
632, 632, 51, 485.
633, 633, 10, 133.
634, 634, 92, 125.
635, 635, 62, 56.
636, 636, 2, 297.
637, 637, 93, 190.
638, 638, 22, 27.
639, 639, 67, 71.
640, 640, 73, 5.
641, 641, 81, 60.
642, 642, 80, 162.
643, 643, 2, 118.
644, 644, 76, 80.
645, 645, 87, 28.
646, 646, 82, 75.
647, 647, 67, 364.
648, 648, 30, 154.
649, 649, 11, 326.
650, 650, 91, 265.
651, 651, 36, 133.
652, 652, 78, 335.
653, 653, 86, 31.
654, 654, 57, 9.
655, 655, 12, 430.
656, 656, 48, 118.
657, 657, 24, 264.
658, 658, 95, 332.
659, 659, 44, 462.
660, 660, 61, 440.
661, 661, 9, 370.
662, 662, 92, 124.
663, 663, 40, 413.
664, 664, 93, 336.
665, 665, 100, 363.
666, 666, 80, 244.
667, 667, 56, 434.
668, 668, 54, 477.
669, 669, 31, 3.
670, 670, 63, 77.
671, 671, 91, 206.
672, 672, 60, 210.
673, 673, 74, 92.
674, 674, 23, 357.
675, 675, 48, 7.
676, 676, 12, 449.
677, 677, 46, 324.
678, 678, 71, 233.
679, 679, 11, 180.
680, 680, 18, 185.
681, 681, 29, 327.
682, 682, 35, 152.
683, 683, 97, 170.
684, 684, 58, 77.
685, 685, 17, 429.
686, 686, 100, 323.
687, 687, 73, 178.
688, 688, 100, 192.
689, 689, 99, 94.
690, 690, 63, 201.
691, 691, 29, 107.
692, 692, 78, 44.
693, 693, 32, 218.
694, 694, 63, 224.
695, 695, 23, 211.
696, 696, 92, 213.
697, 697, 58, 144.
698, 698, 98, 354.
699, 699, 38, 308.
700, 700, 74, 237.
701, 701, 34, 56.
702, 702, 98, 180.
703, 703, 71, 380.
704, 704, 36, 102.
705, 705, 27, 266.
706, 706, 37, 351.
707, 707, 53, 103.
708, 708, 50, 16.
709, 709, 21, 128.
710, 710, 64, 372.
711, 711, 30, 111.
712, 712, 57, 182.
713, 713, 7, 82.
714, 714, 77, 480.
715, 715, 49, 184.
716, 716, 68, 89.
717, 717, 43, 292.
718, 718, 53, 146.
719, 719, 38, 272.
720, 720, 61, 71.
721, 721, 69, 395.
722, 722, 16, 235.
723, 723, 40, 371.
724, 724, 13, 315.
725, 725, 21, 138.
726, 726, 25, 3.
727, 727, 21, 122.
728, 728, 41, 479.
729, 729, 52, 122.
730, 730, 75, 370.
731, 731, 63, 291.
732, 732, 43, 46.
733, 733, 86, 235.
734, 734, 91, 61.
735, 735, 51, 223.
736, 736, 48, 160.
737, 737, 35, 72.
738, 738, 26, 451.
739, 739, 81, 193.
740, 740, 7, 383.
741, 741, 9, 462.
742, 742, 21, 305.
743, 743, 75, 266.
744, 744, 50, 362.
745, 745, 15, 430.
746, 746, 67, 227.
747, 747, 46, 165.
748, 748, 93, 405.
749, 749, 78, 258.
750, 750, 70, 342.
751, 751, 80, 30.
752, 752, 92, 453.
753, 753, 91, 202.
754, 754, 83, 187.
755, 755, 61, 132.
756, 756, 97, 235.
757, 757, 95, 250.
758, 758, 33, 87.
759, 759, 29, 217.
760, 760, 38, 297.
761, 761, 36, 169.
762, 762, 18, 174.
763, 763, 47, 115.
764, 764, 91, 426.
765, 765, 34, 169.
766, 766, 45, 57.
767, 767, 28, 179.
768, 768, 2, 273.
769, 769, 20, 377.
770, 770, 16, 154.
771, 771, 9, 193.
772, 772, 23, 132.
773, 773, 13, 261.
774, 774, 75, 243.
775, 775, 68, 125.
776, 776, 64, 180.
777, 777, 51, 370.
778, 778, 9, 70.
779, 779, 19, 325.
780, 780, 81, 368.
781, 781, 14, 249.
782, 782, 3, 259.
783, 783, 52, 382.
784, 784, 49, 179.
785, 785, 91, 185.
786, 786, 96, 104.
787, 787, 87, 35.
788, 788, 80, 265.
789, 789, 37, 458.
790, 790, 47, 142.
791, 791, 74, 105.
792, 792, 18, 312.
793, 793, 45, 434.
794, 794, 91, 390.
795, 795, 39, 10.
796, 796, 47, 212.
797, 797, 97, 347.
798, 798, 2, 428.
799, 799, 43, 147.
800, 800, 66, 299.
801, 801, 64, 161.
802, 802, 91, 62.
803, 803, 51, 100.
804, 804, 68, 180.
805, 805, 75, 66.
806, 806, 17, 100.
807, 807, 93, 257.
808, 808, 76, 315.
809, 809, 81, 199.
810, 810, 90, 76.
811, 811, 77, 26.
812, 812, 34, 433.
813, 813, 70, 296.
814, 814, 38, 203.
815, 815, 76, 424.
816, 816, 11, 238.
817, 817, 85, 10.
818, 818, 26, 347.
819, 819, 62, 350.
820, 820, 24, 424.
821, 821, 17, 44.
822, 822, 5, 2.
823, 823, 25, 4.
824, 824, 84, 172.
825, 825, 68, 67.
826, 826, 75, 136.
827, 827, 99, 262.
828, 828, 98, 38.
829, 829, 30, 127.
830, 830, 61, 442.
831, 831, 81, 216.
832, 832, 55, 422.
833, 833, 39, 71.
834, 834, 55, 191.
835, 835, 56, 281.
836, 836, 21, 144.
837, 837, 79, 75.
838, 838, 42, 76.
839, 839, 85, 381.
840, 840, 66, 148.
841, 841, 86, 431.
842, 842, 28, 290.
843, 843, 86, 415.
844, 844, 86, 386.
845, 845, 37, 345.
846, 846, 72, 328.
847, 847, 93, 127.
848, 848, 62, 214.
849, 849, 19, 126.
850, 850, 34, 345.
851, 851, 53, 388.
852, 852, 69, 111.
853, 853, 68, 328.
854, 854, 100, 171.
855, 855, 31, 94.
856, 856, 55, 45.
857, 857, 43, 148.
858, 858, 78, 477.
859, 859, 83, 2.
860, 860, 27, 322.
861, 861, 98, 312.
862, 862, 12, 223.
863, 863, 32, 355.
864, 864, 33, 433.
865, 865, 28, 322.
866, 866, 84, 323.
867, 867, 98, 429.
868, 868, 23, 482.
869, 869, 17, 145.
870, 870, 35, 187.
871, 871, 21, 317.
872, 872, 64, 327.
873, 873, 26, 213.
874, 874, 85, 440.
875, 875, 22, 135.
876, 876, 13, 370.
877, 877, 71, 158.
878, 878, 17, 359.
879, 879, 33, 355.
880, 880, 91, 5.
881, 881, 98, 317.
882, 882, 9, 399.
883, 883, 94, 471.
884, 884, 28, 23.
885, 885, 43, 156.
886, 886, 73, 135.
887, 887, 4, 161.
888, 888, 16, 37.
889, 889, 62, 133.
890, 890, 26, 189.
891, 891, 8, 183.
892, 892, 17, 152.
893, 893, 71, 36.
894, 894, 73, 89.
895, 895, 58, 318.
896, 896, 15, 408.
897, 897, 70, 225.
898, 898, 100, 479.
899, 899, 7, 339.
900, 900, 64, 82.
901, 901, 27, 193.
902, 902, 93, 39.
903, 903, 88, 287.
904, 904, 54, 402.
905, 905, 27, 77.
906, 906, 3, 142.
907, 907, 75, 351.
908, 908, 56, 56.
909, 909, 77, 439.
910, 910, 10, 181.
911, 911, 95, 51.
912, 912, 40, 113.
913, 913, 66, 53.
914, 914, 34, 164.
915, 915, 41, 121.
916, 916, 42, 82.
917, 917, 86, 346.
918, 918, 28, 145.
919, 919, 95, 172.
920, 920, 81, 43.
921, 921, 79, 381.
922, 922, 3, 46.
923, 923, 13, 133.
924, 924, 59, 259.
925, 925, 84, 343.
926, 926, 90, 368.
927, 927, 17, 255.
928, 928, 85, 254.
929, 929, 98, 132.
930, 930, 91, 471.
931, 931, 87, 89.
932, 932, 17, 372.
933, 933, 3, 221.
934, 934, 83, 175.
935, 935, 57, 351.
936, 936, 62, 167.
937, 937, 64, 59.
938, 938, 30, 370.
939, 939, 17, 150.
940, 940, 28, 343.
941, 941, 80, 278.
942, 942, 49, 325.
943, 943, 76, 128.
944, 944, 46, 282.
945, 945, 78, 217.
946, 946, 18, 261.
947, 947, 10, 425.
948, 948, 66, 188.
949, 949, 83, 468.
950, 950, 58, 390.
951, 951, 30, 217.
952, 952, 80, 250.
953, 953, 79, 321.
954, 954, 71, 89.
955, 955, 81, 332.
956, 956, 51, 442.
957, 957, 12, 169.
958, 958, 8, 326.
959, 959, 20, 34.
960, 960, 85, 95.
961, 961, 89, 299.
962, 962, 29, 304.
963, 963, 17, 399.
964, 964, 34, 317.
965, 965, 22, 380.
966, 966, 44, 13.
967, 967, 68, 250.
968, 968, 62, 481.
969, 969, 95, 189.
970, 970, 62, 353.
971, 971, 85, 134.
972, 972, 17, 431.
973, 973, 82, 289.
974, 974, 39, 117.
975, 975, 94, 267.
976, 976, 10, 213.
977, 977, 68, 441.
978, 978, 83, 16.
979, 979, 98, 152.
980, 980, 83, 139.
981, 981, 39, 388.
982, 982, 61, 148.
983, 983, 74, 10.
984, 984, 17, 29.
985, 985, 71, 281.
986, 986, 86, 326.
987, 987, 57, 262.
988, 988, 20, 335.
989, 989, 87, 131.
990, 990, 10, 180.
991, 991, 12, 51.
992, 992, 97, 378.
993, 993, 98, 456.
994, 994, 79, 396.
995, 995, 63, 125.
996, 996, 17, 480.
997, 997, 81, 213.
998, 998, 36, 306.
999, 999, 76, 258.
1000, 1000, 15, 301.
1001, 1001, 40, 163.
1002, 1002, 42, 412.
1003, 1003, 4, 368.
1004, 1004, 90, 368.
1005, 1005, 33, 321.
1006, 1006, 55, 179.
1007, 1007, 74, 197.
1008, 1008, 28, 124.
1009, 1009, 49, 272.
1010, 1010, 98, 236.
1011, 1011, 61, 242.
1012, 1012, 28, 448.
1013, 1013, 32, 246.
1014, 1014, 90, 269.
1015, 1015, 4, 144.
1016, 1016, 28, 121.
1017, 1017, 45, 62.
1018, 1018, 86, 393.
1019, 1019, 49, 196.
1020, 1020, 51, 4.
1021, 1021, 51, 35.
1022, 1022, 20, 158.
1023, 1023, 31, 312.
1024, 1024, 53, 311.
1025, 1025, 21, 304.
1026, 1026, 64, 447.
1027, 1027, 66, 38.
1028, 1028, 59, 460.
1029, 1029, 71, 328.
1030, 1030, 51, 171.
1031, 1031, 62, 152.
1032, 1032, 70, 347.
1033, 1033, 73, 251.
1034, 1034, 2, 219.
1035, 1035, 57, 223.
1036, 1036, 11, 200.
1037, 1037, 62, 138.
1038, 1038, 98, 83.
1039, 1039, 52, 27.
1040, 1040, 20, 9.
1041, 1041, 75, 462.
1042, 1042, 45, 7.
1043, 1043, 44, 96.
1044, 1044, 94, 338.
1045, 1045, 17, 389.
1046, 1046, 68, 220.
1047, 1047, 58, 323.
1048, 1048, 31, 88.
1049, 1049, 23, 479.
1050, 1050, 62, 2.
1051, 1051, 29, 83.
1052, 1052, 76, 441.
1053, 1053, 72, 118.
1054, 1054, 18, 254.
1055, 1055, 52, 30.
1056, 1056, 94, 459.
1057, 1057, 29, 160.
1058, 1058, 19, 369.
1059, 1059, 100, 321.
1060, 1060, 35, 50.
1061, 1061, 78, 390.
1062, 1062, 50, 240.
1063, 1063, 15, 63.
1064, 1064, 70, 261.
1065, 1065, 56, 207.
1066, 1066, 18, 225.
1067, 1067, 36, 29.
1068, 1068, 85, 420.
1069, 1069, 87, 237.
1070, 1070, 43, 182.
1071, 1071, 60, 203.
1072, 1072, 99, 222.
1073, 1073, 89, 161.
1074, 1074, 12, 229.
1075, 1075, 47, 281.
1076, 1076, 98, 466.
1077, 1077, 56, 361.
1078, 1078, 59, 104.
1079, 1079, 8, 36.
1080, 1080, 73, 81.
1081, 1081, 29, 343.
1082, 1082, 27, 35.
1083, 1083, 79, 347.
1084, 1084, 86, 36.
1085, 1085, 10, 295.
1086, 1086, 64, 249.
1087, 1087, 91, 329.
1088, 1088, 29, 33.
1089, 1089, 19, 378.
1090, 1090, 89, 379.
1091, 1091, 57, 277.
1092, 1092, 79, 129.
1093, 1093, 34, 100.
1094, 1094, 57, 43.
1095, 1095, 9, 407.
1096, 1096, 38, 395.
1097, 1097, 49, 275.
1098, 1098, 78, 318.
1099, 1099, 49, 359.
1100, 1100, 91, 45.
1101, 1101, 94, 21.
1102, 1102, 7, 183.
1103, 1103, 12, 366.
1104, 1104, 35, 225.
1105, 1105, 53, 61.
1106, 1106, 42, 152.
1107, 1107, 74, 452.
1108, 1108, 95, 111.
1109, 1109, 5, 208.
1110, 1110, 88, 294.
1111, 1111, 33, 73.
1112, 1112, 48, 80.
1113, 1113, 70, 194.
1114, 1114, 48, 266.
1115, 1115, 37, 421.
1116, 1116, 81, 91.
1117, 1117, 19, 268.
1118, 1118, 86, 316.
1119, 1119, 60, 446.
1120, 1120, 8, 2.
1121, 1121, 32, 4.
1122, 1122, 37, 106.
1123, 1123, 42, 97.
1124, 1124, 96, 253.
1125, 1125, 20, 429.
1126, 1126, 37, 290.
1127, 1127, 35, 432.
1128, 1128, 50, 161.
1129, 1129, 87, 46.
1130, 1130, 73, 28.
1131, 1131, 3, 41.
1132, 1132, 81, 166.
1133, 1133, 6, 456.
1134, 1134, 12, 149.
1135, 1135, 61, 115.
1136, 1136, 69, 487.
1137, 1137, 60, 409.
1138, 1138, 53, 124.
1139, 1139, 75, 89.
1140, 1140, 33, 204.
1141, 1141, 87, 422.
1142, 1142, 83, 388.
